"","sub","Question","Response","age.cat","game"
"659","8624073","Question_1","Sì","Adults","Lott-Coop"
"660","8624073","Question_3","No","Adults","Lott-Comp"
"661","8624017","Question_1","Sì","Adults","Lott-Coop"
"662","8624017","Question_3","Sì","Adults","Lott-Comp"
"663","8624023","Question_1","No","Adults","Lott-Coop"
"664","8624023","Question_3","Sì","Adults","Lott-Comp"
"665","8624058","Question_1","No","Adults","Lott-Coop"
"666","8624058","Question_3","No","Adults","Lott-Comp"
"667","8623997","Question_1","Sì","Adults","Lott-Coop"
"668","8623997","Question_3","No","Adults","Lott-Comp"
"669","8624020","Question_1","Non so","Adults","Lott-Coop"
"670","8624020","Question_3","Non so","Adults","Lott-Comp"
"671","8624004","Question_1","No","Adults","Lott-Coop"
"672","8624004","Question_3","Sì","Adults","Lott-Comp"
"673","8624057","Question_1","No","Adults","Lott-Coop"
"674","8624057","Question_3","No","Adults","Lott-Comp"
"675","8624113","Question_1","Sì","Adults","Lott-Coop"
"676","8624113","Question_3","Sì","Adults","Lott-Comp"
"677","8624010","Question_1","Sì","Adults","Lott-Coop"
"678","8624010","Question_3","No","Adults","Lott-Comp"
"679","8624044","Question_1","Sì","Adults","Lott-Coop"
"680","8624044","Question_3","No","Adults","Lott-Comp"
"681","8624070","Question_1","Sì","Adults","Lott-Coop"
"682","8624070","Question_3","Sì","Adults","Lott-Comp"
"683","8624078","Question_1","Non so","Adults","Lott-Coop"
"684","8624078","Question_3","Sì","Adults","Lott-Comp"
"685","8624005","Question_1","Sì","Adults","Lott-Coop"
"686","8624005","Question_3","No","Adults","Lott-Comp"
"687","8624053","Question_1","Sì","Adults","Lott-Coop"
"688","8624053","Question_3","Sì","Adults","Lott-Comp"
"689","8623996","Question_1","Sì","Adults","Lott-Coop"
"690","8623996","Question_3","No","Adults","Lott-Comp"
"691","8624042","Question_1","Sì","Adults","Lott-Coop"
"692","8624042","Question_3","Non so","Adults","Lott-Comp"
"693","8623992","Question_1","Sì","Adults","Lott-Coop"
"694","8623992","Question_3","Sì","Adults","Lott-Comp"
"695","8624008","Question_1","Sì","Adults","Lott-Coop"
"696","8624008","Question_3","Non so","Adults","Lott-Comp"
"697","8624032","Question_1","Sì","Adults","Lott-Coop"
"698","8624032","Question_3","No","Adults","Lott-Comp"
"699","8624069","Question_1","Sì","Adults","Lott-Coop"
"700","8624069","Question_3","Sì","Adults","Lott-Comp"
"701","8624011","Question_1","Sì","Adults","Lott-Coop"
"702","8624011","Question_3","No","Adults","Lott-Comp"
"703","8624039","Question_1","No","Adults","Lott-Coop"
"704","8624039","Question_3","Sì","Adults","Lott-Comp"
"705","8624012","Question_1","No","Adults","Lott-Coop"
"706","8624012","Question_3","No","Adults","Lott-Comp"
"707","8624034","Question_1","No","Adults","Lott-Coop"
"708","8624034","Question_3","No","Adults","Lott-Comp"
"709","8624072","Question_1","No","Adults","Lott-Coop"
"710","8624072","Question_3","No","Adults","Lott-Comp"
"711","8624002","Question_1","No","Adults","Lott-Coop"
"712","8624002","Question_3","Sì","Adults","Lott-Comp"
"713","8624024","Question_1","No","Adults","Lott-Coop"
"714","8624024","Question_3","No","Adults","Lott-Comp"
"715","8624048","Question_1","No","Adults","Lott-Coop"
"716","8624048","Question_3","No","Adults","Lott-Comp"
"717","8624144","Question_1","Sì","Adults","Lott-Coop"
"718","8624144","Question_3","Non so","Adults","Lott-Comp"
"719","8624029","Question_1","No","Adults","Lott-Coop"
"720","8624029","Question_3","No","Adults","Lott-Comp"
"721","8624092","Question_1","Non so","Adults","Lott-Coop"
"722","8624092","Question_3","Sì","Adults","Lott-Comp"
"723","8624031","Question_1","Sì","Adults","Lott-Coop"
"724","8624031","Question_3","No","Adults","Lott-Comp"
"725","8624117","Question_1","No","Adults","Lott-Coop"
"726","8624117","Question_3","No","Adults","Lott-Comp"
"727","8624007","Question_1","No","Adults","Lott-Coop"
"728","8624007","Question_3","No","Adults","Lott-Comp"
"729","8624037","Question_1","Sì","Adults","Lott-Coop"
"730","8624037","Question_3","Sì","Adults","Lott-Comp"
"731","8624173","Question_1","No","Adults","Lott-Coop"
"732","8624173","Question_3","No","Adults","Lott-Comp"
"733","8623991","Question_1","Sì","Adults","Lott-Coop"
"734","8623991","Question_3","No","Adults","Lott-Comp"
"735","8624016","Question_1","No","Adults","Lott-Coop"
"736","8624016","Question_3","No","Adults","Lott-Comp"
"737","8624156","Question_1","Sì","Adults","Lott-Coop"
"738","8624156","Question_3","Sì","Adults","Lott-Comp"
"739","8624025","Question_1","Sì","Adults","Lott-Coop"
"740","8624025","Question_3","Sì","Adults","Lott-Comp"
"741","8624041","Question_1","Sì","Adults","Lott-Coop"
"742","8624041","Question_3","No","Adults","Lott-Comp"
"743","8624097","Question_1","No","Adults","Lott-Coop"
"744","8624097","Question_3","No","Adults","Lott-Comp"
"745","8624056","Question_1","No","Adults","Lott-Coop"
"746","8624056","Question_3","Sì","Adults","Lott-Comp"
"747","8624142","Question_1","No","Adults","Lott-Coop"
"748","8624142","Question_3","No","Adults","Lott-Comp"
"749","8616932","Question_1","Non so","Adults","Lott-Coop"
"750","8616932","Question_3","Non so","Adults","Lott-Comp"
"751","8756704","Question_1","Sì","Adults","Lott-Coop"
"752","8756704","Question_3","Sì","Adults","Lott-Comp"
"753","8756708","Question_1","Sì","Adults","Lott-Coop"
"754","8756708","Question_3","Sì","Adults","Lott-Comp"
"755","8756676","Question_1","Sì","Adults","Lott-Coop"
"756","8756676","Question_3","No","Adults","Lott-Comp"
"757","9818103","Question_1","Sì","Adults","Lott-Coop"
"758","9818103","Question_3","Sì","Adults","Lott-Comp"
"759","9818104","Question_1","Sì","Adults","Lott-Coop"
"760","9818104","Question_3","No","Adults","Lott-Comp"
"761","9818105","Question_1","Sì","Adults","Lott-Coop"
"762","9818105","Question_3","No","Adults","Lott-Comp"
"763","9818106","Question_1","Sì","Adults","Lott-Coop"
"764","9818106","Question_3","Sì","Adults","Lott-Comp"
"765","9818107","Question_1","No","Adults","Lott-Coop"
"766","9818107","Question_3","Sì","Adults","Lott-Comp"
"767","9818108","Question_1","Sì","Adults","Lott-Coop"
"768","9818108","Question_3","Non so","Adults","Lott-Comp"
"769","9818109","Question_1","Sì","Adults","Lott-Coop"
"770","9818109","Question_3","Sì","Adults","Lott-Comp"
"771","9818110","Question_1","No","Adults","Lott-Coop"
"772","9818110","Question_3","Sì","Adults","Lott-Comp"
"773","9818111","Question_1","No","Adults","Lott-Coop"
"774","9818111","Question_3","Sì","Adults","Lott-Comp"
"775","9818113","Question_1","Sì","Adults","Lott-Coop"
"776","9818113","Question_3","Sì","Adults","Lott-Comp"
"777","9818114","Question_1","Sì","Adults","Lott-Coop"
"778","9818114","Question_3","Sì","Adults","Lott-Comp"
"779","9818115","Question_1","Sì","Adults","Lott-Coop"
"780","9818115","Question_3","Sì","Adults","Lott-Comp"
"781","9818116","Question_1","No","Adults","Lott-Coop"
"782","9818116","Question_3","Sì","Adults","Lott-Comp"
"783","9818117","Question_1","Sì","Adults","Lott-Coop"
"784","9818117","Question_3","Non so","Adults","Lott-Comp"
"785","9818119","Question_1","Sì","Adults","Lott-Coop"
"786","9818119","Question_3","No","Adults","Lott-Comp"
"787","9818120","Question_1","No","Adults","Lott-Coop"
"788","9818120","Question_3","No","Adults","Lott-Comp"
"789","9818121","Question_1","Sì","Adults","Lott-Coop"
"790","9818121","Question_3","Sì","Adults","Lott-Comp"
"791","9818122","Question_1","Sì","Adults","Lott-Coop"
"792","9818122","Question_3","Sì","Adults","Lott-Comp"
"793","9818123","Question_1","No","Adults","Lott-Coop"
"794","9818123","Question_3","No","Adults","Lott-Comp"
"795","9818124","Question_1","No","Adults","Lott-Coop"
"796","9818124","Question_3","No","Adults","Lott-Comp"
"797","9818127","Question_1","Sì","Adults","Lott-Coop"
"798","9818127","Question_3","No","Adults","Lott-Comp"
"799","9818136","Question_1","Sì","Adults","Lott-Coop"
"800","9818136","Question_3","No","Adults","Lott-Comp"
"801","9818152","Question_1","Sì","Adults","Lott-Coop"
"802","9818152","Question_3","No","Adults","Lott-Comp"
"803","9818143","Question_1","Sì","Adults","Lott-Coop"
"804","9818143","Question_3","Sì","Adults","Lott-Comp"
"805","9818140","Question_1","No","Adults","Lott-Coop"
"806","9818140","Question_3","Sì","Adults","Lott-Comp"
"807","9818138","Question_1","Sì","Adults","Lott-Coop"
"808","9818138","Question_3","Sì","Adults","Lott-Comp"
"809","9818147","Question_1","Sì","Adults","Lott-Coop"
"810","9818147","Question_3","No","Adults","Lott-Comp"
"811","9818137","Question_1","No","Adults","Lott-Coop"
"812","9818137","Question_3","No","Adults","Lott-Comp"
"813","9818168","Question_1","Sì","Adults","Lott-Coop"
"814","9818168","Question_3","Sì","Adults","Lott-Comp"
"815","9818144","Question_1","No","Adults","Lott-Coop"
"816","9818144","Question_3","Sì","Adults","Lott-Comp"
"817","9818130","Question_1","Sì","Adults","Lott-Coop"
"818","9818130","Question_3","Sì","Adults","Lott-Comp"
"819","9818131","Question_1","Sì","Adults","Lott-Coop"
"820","9818131","Question_3","Sì","Adults","Lott-Comp"
"821","9818151","Question_1","Sì","Adults","Lott-Coop"
"822","9818151","Question_3","Sì","Adults","Lott-Comp"
"823","9818141","Question_1","Sì","Adults","Lott-Coop"
"824","9818141","Question_3","Sì","Adults","Lott-Comp"
"825","9818163","Question_1","No","Adults","Lott-Coop"
"826","9818163","Question_3","No","Adults","Lott-Comp"
"827","9818169","Question_1","Sì","Adults","Lott-Coop"
"828","9818169","Question_3","Sì","Adults","Lott-Comp"
"829","9818133","Question_1","No","Adults","Lott-Coop"
"830","9818133","Question_3","No","Adults","Lott-Comp"
"831","9818129","Question_1","Non so","Adults","Lott-Coop"
"832","9818129","Question_3","No","Adults","Lott-Comp"
"833","9818157","Question_1","Sì","Adults","Lott-Coop"
"834","9818157","Question_3","Non so","Adults","Lott-Comp"
"835","9818139","Question_1","No","Adults","Lott-Coop"
"836","9818139","Question_3","No","Adults","Lott-Comp"
"837","9818149","Question_1","No","Adults","Lott-Coop"
"838","9818149","Question_3","Non so","Adults","Lott-Comp"
"839","9818148","Question_1","Sì","Adults","Lott-Coop"
"840","9818148","Question_3","No","Adults","Lott-Comp"
"841","9818126","Question_1","Sì","Adults","Lott-Coop"
"842","9818126","Question_3","No","Adults","Lott-Comp"
"843","9818167","Question_1","No","Adults","Lott-Coop"
"844","9818167","Question_3","No","Adults","Lott-Comp"
"845","9818132","Question_1","No","Adults","Lott-Coop"
"846","9818132","Question_3","No","Adults","Lott-Comp"
"847","9818142","Question_1","No","Adults","Lott-Coop"
"848","9818142","Question_3","No","Adults","Lott-Comp"
"849","9818165","Question_1","Sì","Adults","Lott-Coop"
"850","9818165","Question_3","Sì","Adults","Lott-Comp"
"851","9818146","Question_1","Sì","Adults","Lott-Coop"
"852","9818146","Question_3","Sì","Adults","Lott-Comp"
"853","9818155","Question_1","No","Adults","Lott-Coop"
"854","9818155","Question_3","Sì","Adults","Lott-Comp"
"855","9818128","Question_1","Sì","Adults","Lott-Coop"
"856","9818128","Question_3","Sì","Adults","Lott-Comp"
"857","9818150","Question_1","Sì","Adults","Lott-Coop"
"858","9818150","Question_3","Sì","Adults","Lott-Comp"
"859","9818160","Question_1","No","Adults","Lott-Coop"
"860","9818160","Question_3","Non so","Adults","Lott-Comp"
"861","9818172","Question_1","Sì","Adults","Lott-Coop"
"862","9818172","Question_3","Sì","Adults","Lott-Comp"
"863","9818134","Question_1","Sì","Adults","Lott-Coop"
"864","9818134","Question_3","Sì","Adults","Lott-Comp"
"865","9818125","Question_1","Sì","Adults","Lott-Coop"
"866","9818125","Question_3","Sì","Adults","Lott-Comp"
"867","9818145","Question_1","Sì","Adults","Lott-Coop"
"868","9818145","Question_3","Sì","Adults","Lott-Comp"
"869","9818135","Question_1","No","Adults","Lott-Coop"
"870","9818135","Question_3","No","Adults","Lott-Comp"
"871","9818166","Question_1","Sì","Adults","Lott-Coop"
"872","9818166","Question_3","No","Adults","Lott-Comp"
"873","9818162","Question_1","No","Adults","Lott-Coop"
"874","9818162","Question_3","No","Adults","Lott-Comp"
"875","9818153","Question_1","Sì","Adults","Lott-Coop"
"876","9818153","Question_3","Sì","Adults","Lott-Comp"
"877","9818161","Question_1","Sì","Adults","Lott-Coop"
"878","9818161","Question_3","Sì","Adults","Lott-Comp"
"879","9818164","Question_1","Sì","Adults","Lott-Coop"
"880","9818164","Question_3","Sì","Adults","Lott-Comp"
"881","9818158","Question_1","Sì","Adults","Lott-Coop"
"882","9818158","Question_3","Sì","Adults","Lott-Comp"
"883","9818178","Question_1","Sì","Adults","Lott-Coop"
"884","9818178","Question_3","Sì","Adults","Lott-Comp"
"885","9818183","Question_1","Sì","Adults","Lott-Coop"
"886","9818183","Question_3","Non so","Adults","Lott-Comp"
"887","9818182","Question_1","Sì","Adults","Lott-Coop"
"888","9818182","Question_3","No","Adults","Lott-Comp"
"889","9818252","Question_1","Sì","Adults","Lott-Coop"
"890","9818252","Question_3","No","Adults","Lott-Comp"
"891","9818180","Question_1","Sì","Adults","Lott-Coop"
"892","9818180","Question_3","No","Adults","Lott-Comp"
"893","9818177","Question_1","No","Adults","Lott-Coop"
"894","9818177","Question_3","No","Adults","Lott-Comp"
"895","9818176","Question_1","No","Adults","Lott-Coop"
"896","9818176","Question_3","No","Adults","Lott-Comp"
"897","9818170","Question_1","Sì","Adults","Lott-Coop"
"898","9818170","Question_3","Sì","Adults","Lott-Comp"
"899","9818189","Question_1","Sì","Adults","Lott-Coop"
"900","9818189","Question_3","No","Adults","Lott-Comp"
"901","9818193","Question_1","Sì","Adults","Lott-Coop"
"902","9818193","Question_3","Sì","Adults","Lott-Comp"
"903","9818171","Question_1","Sì","Adults","Lott-Coop"
"904","9818171","Question_3","Sì","Adults","Lott-Comp"
"905","9818179","Question_1","Sì","Adults","Lott-Coop"
"906","9818179","Question_3","Sì","Adults","Lott-Comp"
"907","9818216","Question_1","Non so","Adults","Lott-Coop"
"908","9818216","Question_3","Non so","Adults","Lott-Comp"
"909","9818174","Question_1","No","Adults","Lott-Coop"
"910","9818174","Question_3","No","Adults","Lott-Comp"
"911","9818256","Question_1","Sì","Adults","Lott-Coop"
"912","9818256","Question_3","No","Adults","Lott-Comp"
"913","9818175","Question_1","Sì","Adults","Lott-Coop"
"914","9818175","Question_3","Non so","Adults","Lott-Comp"
"915","9818173","Question_1","Sì","Adults","Lott-Coop"
"916","9818173","Question_3","Sì","Adults","Lott-Comp"
"917","9818200","Question_1","No","Adults","Lott-Coop"
"918","9818200","Question_3","No","Adults","Lott-Comp"
"919","9818181","Question_1","Sì","Adults","Lott-Coop"
"920","9818181","Question_3","No","Adults","Lott-Comp"
"921","9859277","Question_1","Sì","Adults","Lott-Coop"
"922","9859277","Question_3","No","Adults","Lott-Comp"
"923","9859694","Question_1","Sì","Adults","Lott-Coop"
"924","9859694","Question_3","Sì","Adults","Lott-Comp"
"925","9859696","Question_1","Sì","Adults","Lott-Coop"
"926","9859696","Question_3","No","Adults","Lott-Comp"
"927","9859697","Question_1","Sì","Adults","Lott-Coop"
"928","9859697","Question_3","Sì","Adults","Lott-Comp"
"929","9859698","Question_1","Sì","Adults","Lott-Coop"
"930","9859698","Question_3","Sì","Adults","Lott-Comp"
"931","9859699","Question_1","Non so","Adults","Lott-Coop"
"932","9859699","Question_3","No","Adults","Lott-Comp"
"933","9859700","Question_1","No","Adults","Lott-Coop"
"934","9859700","Question_3","No","Adults","Lott-Comp"
"935","9859701","Question_1","Sì","Adults","Lott-Coop"
"936","9859701","Question_3","Sì","Adults","Lott-Comp"
"937","9859703","Question_1","Sì","Adults","Lott-Coop"
"938","9859703","Question_3","No","Adults","Lott-Comp"
"939","9859704","Question_1","Non so","Adults","Lott-Coop"
"940","9859704","Question_3","Non so","Adults","Lott-Comp"
"941","9859705","Question_1","Sì","Adults","Lott-Coop"
"942","9859705","Question_3","Sì","Adults","Lott-Comp"
"943","9859706","Question_1","Sì","Adults","Lott-Coop"
"944","9859706","Question_3","Sì","Adults","Lott-Comp"
"945","9859707","Question_1","No","Adults","Lott-Coop"
"946","9859707","Question_3","No","Adults","Lott-Comp"
"947","9859708","Question_1","Sì","Adults","Lott-Coop"
"948","9859708","Question_3","No","Adults","Lott-Comp"
"949","9859709","Question_1","Sì","Adults","Lott-Coop"
"950","9859709","Question_3","Sì","Adults","Lott-Comp"
"951","9859710","Question_1","Sì","Adults","Lott-Coop"
"952","9859710","Question_3","Sì","Adults","Lott-Comp"
"953","9859711","Question_1","Sì","Adults","Lott-Coop"
"954","9859711","Question_3","Sì","Adults","Lott-Comp"
"955","9859712","Question_1","Sì","Adults","Lott-Coop"
"956","9859712","Question_3","Sì","Adults","Lott-Comp"
"957","9859713","Question_1","No","Adults","Lott-Coop"
"958","9859713","Question_3","Sì","Adults","Lott-Comp"
"959","9859716","Question_1","Sì","Adults","Lott-Coop"
"960","9859716","Question_3","No","Adults","Lott-Comp"
"961","9859722","Question_1","No","Adults","Lott-Coop"
"962","9859722","Question_3","No","Adults","Lott-Comp"
"963","9864889","Question_1","Sì","Adults","Lott-Coop"
"964","9864889","Question_3","Sì","Adults","Lott-Comp"
"965","9864881","Question_1","No","Adults","Lott-Coop"
"966","9864881","Question_3","Sì","Adults","Lott-Comp"
"967","9864890","Question_1","Sì","Adults","Lott-Coop"
"968","9864890","Question_3","Sì","Adults","Lott-Comp"
"969","9865052","Question_1","No","Adults","Lott-Coop"
"970","9865052","Question_3","No","Adults","Lott-Comp"
"971","10933689","Question_1","Sì","Children","Lott-Coop"
"972","10933689","Question_3","Sì","Children","Lott-Comp"
"973","10933690","Question_1","No","Children","Lott-Coop"
"974","10933690","Question_3","No","Children","Lott-Comp"
"975","10933691","Question_1","No","Children","Lott-Coop"
"976","10933691","Question_3","No","Children","Lott-Comp"
"977","10933692","Question_1","No","Children","Lott-Coop"
"978","10933692","Question_3","No","Children","Lott-Comp"
"979","10933693","Question_1","Sì","Children","Lott-Coop"
"980","10933693","Question_3","Sì","Children","Lott-Comp"
"981","10933694","Question_1","Sì","Children","Lott-Coop"
"982","10933694","Question_3","No","Children","Lott-Comp"
"983","10933695","Question_1","Sì","Children","Lott-Coop"
"984","10933695","Question_3","Sì","Children","Lott-Comp"
"985","10933697","Question_1","No","Children","Lott-Coop"
"986","10933697","Question_3","No","Children","Lott-Comp"
"987","10933705","Question_1","Sì","Children","Lott-Coop"
"988","10933705","Question_3","Sì","Children","Lott-Comp"
"989","10933700","Question_1","No","Children","Lott-Coop"
"990","10933700","Question_3","No","Children","Lott-Comp"
"991","10933703","Question_1","No","Children","Lott-Coop"
"992","10933703","Question_3","No","Children","Lott-Comp"
"993","10933696","Question_1","No","Children","Lott-Coop"
"994","10933696","Question_3","No","Children","Lott-Comp"
"995","10933698","Question_1","Sì","Children","Lott-Coop"
"996","10933698","Question_3","Sì","Children","Lott-Comp"
"997","10933702","Question_1","No","Children","Lott-Coop"
"998","10933702","Question_3","No","Children","Lott-Comp"
"999","10933699","Question_1","No","Children","Lott-Coop"
"1000","10933699","Question_3","No","Children","Lott-Comp"
"1001","10933701","Question_1","Sì","Children","Lott-Coop"
"1002","10933701","Question_3","No","Children","Lott-Comp"
"1003","10933704","Question_1","Sì","Children","Lott-Coop"
"1004","10933704","Question_3","Sì","Children","Lott-Comp"
"1005","10933877","Question_1","No","Children","Lott-Coop"
"1006","10933877","Question_3","Non so","Children","Lott-Comp"
"1007","10933876","Question_1","Sì","Children","Lott-Coop"
"1008","10933876","Question_3","Sì","Children","Lott-Comp"
"1009","10933879","Question_1","Sì","Children","Lott-Coop"
"1010","10933879","Question_3","Sì","Children","Lott-Comp"
"1011","10933878","Question_1","Non so","Children","Lott-Coop"
"1012","10933878","Question_3","Sì","Children","Lott-Comp"
"1013","10933880","Question_1","Sì","Children","Lott-Coop"
"1014","10933880","Question_3","Sì","Children","Lott-Comp"
"1015","10933888","Question_1","Sì","Children","Lott-Coop"
"1016","10933888","Question_3","No","Children","Lott-Comp"
"1017","10933889","Question_1","No","Children","Lott-Coop"
"1018","10933889","Question_3","No","Children","Lott-Comp"
"1019","10933896","Question_1","No","Children","Lott-Coop"
"1020","10933896","Question_3","No","Children","Lott-Comp"
"1021","10933894","Question_1","Sì","Children","Lott-Coop"
"1022","10933894","Question_3","No","Children","Lott-Comp"
"1023","10933882","Question_1","Non so","Children","Lott-Coop"
"1024","10933882","Question_3","Non so","Children","Lott-Comp"
"1025","10933885","Question_1","Sì","Children","Lott-Coop"
"1026","10933885","Question_3","No","Children","Lott-Comp"
"1027","10933897","Question_1","No","Children","Lott-Coop"
"1028","10933897","Question_3","Sì","Children","Lott-Comp"
"1029","10933890","Question_1","No","Children","Lott-Coop"
"1030","10933890","Question_3","No","Children","Lott-Comp"
"1031","10933881","Question_1","Sì","Children","Lott-Coop"
"1032","10933881","Question_3","Non so","Children","Lott-Comp"
"1033","10933892","Question_1","Non so","Children","Lott-Coop"
"1034","10933892","Question_3","Non so","Children","Lott-Comp"
"1035","10933886","Question_1","Sì","Children","Lott-Coop"
"1036","10933886","Question_3","Non so","Children","Lott-Comp"
"1037","10933887","Question_1","Sì","Children","Lott-Coop"
"1038","10933887","Question_3","No","Children","Lott-Comp"
"1039","10933895","Question_1","No","Children","Lott-Coop"
"1040","10933895","Question_3","No","Children","Lott-Comp"
"1041","10933893","Question_1","No","Children","Lott-Coop"
"1042","10933893","Question_3","No","Children","Lott-Comp"
"1043","10933884","Question_1","No","Children","Lott-Coop"
"1044","10933884","Question_3","No","Children","Lott-Comp"
"1045","10934058","Question_1","No","Children","Lott-Coop"
"1046","10934058","Question_3","No","Children","Lott-Comp"
"1047","10934059","Question_1","Sì","Children","Lott-Coop"
"1048","10934059","Question_3","Sì","Children","Lott-Comp"
"1049","10934054","Question_1","No","Children","Lott-Coop"
"1050","10934054","Question_3","No","Children","Lott-Comp"
"1051","10934062","Question_1","Sì","Children","Lott-Coop"
"1052","10934062","Question_3","No","Children","Lott-Comp"
"1053","10934057","Question_1","Sì","Children","Lott-Coop"
"1054","10934057","Question_3","No","Children","Lott-Comp"
"1055","10934061","Question_1","Sì","Children","Lott-Coop"
"1056","10934061","Question_3","Sì","Children","Lott-Comp"
"1057","10934064","Question_1","No","Children","Lott-Coop"
"1058","10934064","Question_3","No","Children","Lott-Comp"
"1059","10934055","Question_1","No","Children","Lott-Coop"
"1060","10934055","Question_3","No","Children","Lott-Comp"
"1061","10934068","Question_1","No","Children","Lott-Coop"
"1062","10934068","Question_3","No","Children","Lott-Comp"
"1063","10934060","Question_1","No","Children","Lott-Coop"
"1064","10934060","Question_3","No","Children","Lott-Comp"
"1065","10934067","Question_1","Sì","Children","Lott-Coop"
"1066","10934067","Question_3","No","Children","Lott-Comp"
"1067","10934056","Question_1","Sì","Children","Lott-Coop"
"1068","10934056","Question_3","Sì","Children","Lott-Comp"
"1069","10934066","Question_1","No","Children","Lott-Coop"
"1070","10934066","Question_3","No","Children","Lott-Comp"
"1071","10934063","Question_1","No","Children","Lott-Coop"
"1072","10934063","Question_3","No","Children","Lott-Comp"
"1073","10934065","Question_1","No","Children","Lott-Coop"
"1074","10934065","Question_3","No","Children","Lott-Comp"
"1075","10934069","Question_1","No","Children","Lott-Coop"
"1076","10934069","Question_3","No","Children","Lott-Comp"
"1077","10934074","Question_1","No","Children","Lott-Coop"
"1078","10934074","Question_3","No","Children","Lott-Comp"
"1079","10934071","Question_1","No","Children","Lott-Coop"
"1080","10934071","Question_3","No","Children","Lott-Comp"
"1081","10934070","Question_1","No","Children","Lott-Coop"
"1082","10934070","Question_3","No","Children","Lott-Comp"
"1083","10934360","Question_1","Sì","Children","Lott-Coop"
"1084","10934360","Question_3","No","Children","Lott-Comp"
"1085","10934361","Question_1","Non so","Children","Lott-Coop"
"1086","10934361","Question_3","Non so","Children","Lott-Comp"
"1087","10934358","Question_1","Non so","Children","Lott-Coop"
"1088","10934358","Question_3","Sì","Children","Lott-Comp"
"1089","10934372","Question_1","Sì","Children","Lott-Coop"
"1090","10934372","Question_3","No","Children","Lott-Comp"
"1091","10934368","Question_1","Sì","Children","Lott-Coop"
"1092","10934368","Question_3","No","Children","Lott-Comp"
"1093","10934374","Question_1","No","Children","Lott-Coop"
"1094","10934374","Question_3","Sì","Children","Lott-Comp"
"1095","10934355","Question_1","Sì","Children","Lott-Coop"
"1096","10934355","Question_3","No","Children","Lott-Comp"
"1097","10934362","Question_1","No","Adults","Lott-Coop"
"1098","10934362","Question_3","No","Adults","Lott-Comp"
"1099","10934366","Question_1","No","Children","Lott-Coop"
"1100","10934366","Question_3","No","Children","Lott-Comp"
"1101","10934367","Question_1","Sì","Children","Lott-Coop"
"1102","10934367","Question_3","Sì","Children","Lott-Comp"
"1103","10934373","Question_1","Sì","Children","Lott-Coop"
"1104","10934373","Question_3","Sì","Children","Lott-Comp"
"1105","10934369","Question_1","No","Children","Lott-Coop"
"1106","10934369","Question_3","No","Children","Lott-Comp"
"1107","10934375","Question_1","No","Children","Lott-Coop"
"1108","10934375","Question_3","No","Children","Lott-Comp"
"1109","10934364","Question_1","No","Children","Lott-Coop"
"1110","10934364","Question_3","Sì","Children","Lott-Comp"
"1111","10934370","Question_1","No","Children","Lott-Coop"
"1112","10934370","Question_3","No","Children","Lott-Comp"
"1113","10934363","Question_1","No","Children","Lott-Coop"
"1114","10934363","Question_3","Non so","Children","Lott-Comp"
"1115","10934357","Question_1","Sì","Children","Lott-Coop"
"1116","10934357","Question_3","No","Children","Lott-Comp"
"1117","10934365","Question_1","Sì","Children","Lott-Coop"
"1118","10934365","Question_3","Sì","Children","Lott-Comp"
"1119","10934356","Question_1","Sì","Children","Lott-Coop"
"1120","10934356","Question_3","Sì","Children","Lott-Comp"
"1121","10934371","Question_1","Sì","Children","Lott-Coop"
"1122","10934371","Question_3","No","Children","Lott-Comp"
"1123","10934359","Question_1","Sì","Children","Lott-Coop"
"1124","10934359","Question_3","Sì","Children","Lott-Comp"
"1125","10936561","Question_1","No","Children","Lott-Coop"
"1126","10936561","Question_3","No","Children","Lott-Comp"
"1127","10936479","Question_1","No","Children","Lott-Coop"
"1128","10936479","Question_3","No","Children","Lott-Comp"
"1129","10936489","Question_1","No","Children","Lott-Coop"
"1130","10936489","Question_3","No","Children","Lott-Comp"
"1131","10936484","Question_1","Non so","Children","Lott-Coop"
"1132","10936484","Question_3","Non so","Children","Lott-Comp"
"1133","10936551","Question_1","Sì","Children","Lott-Coop"
"1134","10936551","Question_3","No","Children","Lott-Comp"
"1135","10936557","Question_1","No","Children","Lott-Coop"
"1136","10936557","Question_3","No","Children","Lott-Comp"
"1137","10936558","Question_1","No","Children","Lott-Coop"
"1138","10936558","Question_3","No","Children","Lott-Comp"
"1139","10936555","Question_1","No","Children","Lott-Coop"
"1140","10936555","Question_3","No","Children","Lott-Comp"
"1141","10936554","Question_1","No","Children","Lott-Coop"
"1142","10936554","Question_3","Sì","Children","Lott-Comp"
"1143","10936564","Question_1","Sì","Children","Lott-Coop"
"1144","10936564","Question_3","Sì","Children","Lott-Comp"
"1145","10936559","Question_1","No","Children","Lott-Coop"
"1146","10936559","Question_3","No","Children","Lott-Comp"
"1147","10936580","Question_1","No","Children","Lott-Coop"
"1148","10936580","Question_3","No","Children","Lott-Comp"
"1149","10936497","Question_1","Sì","Children","Lott-Coop"
"1150","10936497","Question_3","Sì","Children","Lott-Comp"
"1151","10936553","Question_1","No","Children","Lott-Coop"
"1152","10936553","Question_3","No","Children","Lott-Comp"
"1153","10936562","Question_1","No","Children","Lott-Coop"
"1154","10936562","Question_3","No","Children","Lott-Comp"
"1155","10936556","Question_1","No","Children","Lott-Coop"
"1156","10936556","Question_3","No","Children","Lott-Comp"
