"","sub","game","Response","Reaction.Time","q_nr","age.cat"
"5024","7321889","coordination","Niente",2913.32800000001,2,"Adolescents"
"5025","7321889","coordination","15",5143.05400000149,3,"Adolescents"
"5026","7321889","coordination","15",2587.16200000001,4,"Adolescents"
"5027","7321889","coordination","R2",9610.55300000298,5,"Adolescents"
"5028","7321889","competition","Niente",66.7689999970316,1,"Adolescents"
"5029","7321889","competition","Niente",16184.982,1,"Adolescents"
"5030","7321889","competition","Niente",16241.469,1,"Adolescents"
"5031","7321889","competition","4",17559.268999997,1,"Adolescents"
"5032","7321889","competition","15",2011.19600000299,2,"Adolescents"
"5033","7321889","competition","15",4710.35799999998,3,"Adolescents"
"5034","7321889","competition","4",3288.65599999702,4,"Adolescents"
"5035","7321889","competition","R1",8384.24499999997,5,"Adolescents"
"5036","7321889","lottery","Niente",78.323000000004,1,"Adolescents"
"5037","7321889","lottery","Niente",6597.42300000149,1,"Adolescents"
"5038","7321889","lottery","Niente",6638.92300000149,1,"Adolescents"
"5039","7321889","lottery","10",7783.16199999998,1,"Adolescents"
"5040","7321889","lottery","R2",12587.040999997,2,"Adolescents"
"5041","7321889","lottery","R2",12639.540999997,2,"Adolescents"
"5042","7321889","lottery","R1",13361.806,2,"Adolescents"
"5043","7321889","lottery","15",5293.61700000148,3,"Adolescents"
"5044","7321896","general","Vero",4793,1,"Adolescents"
"5045","7321896","general","Falso",2600,2,"Adolescents"
"5046","7321896","general","Falso",2486,3,"Adolescents"
"5047","7321896","general","Falso",3851,4,"Adolescents"
"5048","7321896","general","Vero",4400,5,"Adolescents"
"5049","7321896","coordination","2",14333,1,"Adolescents"
"5050","7321896","coordination","Niente",10800,2,"Adolescents"
"5051","7321896","coordination","15",4098,3,"Adolescents"
"5052","7321896","coordination","15",7383,4,"Adolescents"
"5053","7321896","coordination","R2",15852,5,"Adolescents"
"5054","7321896","competition","4",10101,1,"Adolescents"
"5055","7321896","competition","15",3232,2,"Adolescents"
"5056","7321896","competition","15",6564,3,"Adolescents"
"5057","7321896","competition","4",5599,4,"Adolescents"
"5058","7321896","competition","R1",8549,5,"Adolescents"
"5059","7321896","lottery","10",10557,1,"Adolescents"
"5060","7321896","lottery","R1",4801,2,"Adolescents"
"5061","7321896","lottery","15",4601,3,"Adolescents"
"5062","7321883","general","Vero",3986.37200001192,1,"Adolescents"
"5063","7321883","general","Falso",3832.92899996424,2,"Adolescents"
"5064","7321883","general","Falso",3281.82099996423,3,"Adolescents"
"5065","7321883","general","Falso",3649.45399997615,4,"Adolescents"
"5066","7321883","general","Vero",4231.74200001192,5,"Adolescents"
"5067","7321883","coordination","Niente",145.191999999995,1,"Adolescents"
"5068","7321883","coordination","2",9777.89199998807,1,"Adolescents"
"5069","7321883","coordination","2",10366.5689999762,2,"Adolescents"
"5070","7321883","coordination","2",10432.9690000119,2,"Adolescents"
"5071","7321883","coordination","15",12359.5689999762,2,"Adolescents"
"5072","7321883","coordination","15",12409.827,2,"Adolescents"
"5073","7321883","coordination","Niente",13111.245,2,"Adolescents"
"5074","7321883","coordination","15",7126.79599998808,3,"Adolescents"
"5075","7321883","coordination","15",4605.69899997616,4,"Adolescents"
"5076","7321883","coordination","R2",15358.1099999642,5,"Adolescents"
"5077","7321883","competition","Niente",66.8030000000144,1,"Adolescents"
"5078","7321883","competition","4",2395.52399997617,1,"Adolescents"
"5079","7321883","competition","4",2388.41899999999,2,"Adolescents"
"5080","7321883","competition","4",2455.22899999999,2,"Adolescents"
"5081","7321883","competition","15",3388.63799996424,2,"Adolescents"
"5082","7321883","competition","15",5800.21199998807,3,"Adolescents"
"5083","7321883","competition","4",1342.12399997615,4,"Adolescents"
"5084","7321883","competition","R1",8184.12300000002,5,"Adolescents"
"5085","7321883","lottery","Niente",100.217000000004,1,"Adolescents"
"5086","7321883","lottery","15",1720.34999999998,1,"Adolescents"
"5087","7321883","lottery","15",1764.12300001192,1,"Adolescents"
"5088","7321883","lottery","10",2561.823,1,"Adolescents"
"5089","7321883","lottery","R1",16718.204,2,"Adolescents"
"5090","7321883","lottery","15",4208.989,3,"Adolescents"
"5091","7321897","general","Vero",6556.66600000019,1,"Adolescents"
"5092","7321897","general","Falso",4937.36500000056,2,"Adolescents"
"5093","7321897","general","Falso",7900.76200000001,3,"Adolescents"
"5094","7321897","general","Falso",12793.955,4,"Adolescents"
"5095","7321897","general","Vero",8148.60500000056,5,"Adolescents"
"5096","7321897","coordination","Niente",33.4040000000095,1,"Adolescents"
"5097","7321897","coordination","Niente",20694.265,1,"Adolescents"
"5098","7321897","coordination","Niente",20802.7410000004,1,"Adolescents"
"5099","7321897","coordination","2",22931.2410000004,1,"Adolescents"
"5100","7321897","coordination","15",3751.82400000037,2,"Adolescents"
"5101","7321897","coordination","15",3802.22400000074,2,"Adolescents"
"5102","7321897","coordination","Niente",5227.85599999999,2,"Adolescents"
"5103","7321897","coordination","Niente",5528.42499999999,3,"Adolescents"
"5104","7321897","coordination","Niente",5578.54400000001,3,"Adolescents"
"5105","7321897","coordination","15",6330.14200000001,3,"Adolescents"
"5106","7321897","coordination","2",12938.504,4,"Adolescents"
"5107","7321897","coordination","2",12961.105,4,"Adolescents"
"5108","7321897","coordination","Niente",13793.504,4,"Adolescents"
"5109","7321897","coordination","Niente",13821.4040000004,4,"Adolescents"
"5110","7321897","coordination","Niente",15380.004,4,"Adolescents"
"5111","7321897","coordination","Niente",15412.7040000002,4,"Adolescents"
"5112","7321897","coordination","15",18712.3040000007,4,"Adolescents"
"5113","7321897","coordination","R2",15356.9720000004,5,"Adolescents"
"5114","7321897","competition","Niente",60.2920000003651,1,"Adolescents"
"5115","7321897","competition","4",9285.29200000037,1,"Adolescents"
"5116","7321897","competition","Niente",2705.804,2,"Adolescents"
"5117","7321897","competition","Niente",2784.01300000056,2,"Adolescents"
"5118","7321897","competition","15",3824.88900000002,2,"Adolescents"
"5119","7321897","competition","4",10414.2440000006,3,"Adolescents"
"5120","7321897","competition","4",10439.059,3,"Adolescents"
"5121","7321897","competition","15",11374.385,3,"Adolescents"
"5122","7321897","competition","4",5528.47999999998,4,"Adolescents"
"5123","7321897","competition","R1",9519.90699999998,5,"Adolescents"
"5124","7321897","lottery","Niente",33.4000000000233,1,"Adolescents"
"5125","7321897","lottery","Niente",16182.7420000004,1,"Adolescents"
"5126","7321897","lottery","Niente",16232.5420000002,1,"Adolescents"
"5127","7321897","lottery","10",16669.309,1,"Adolescents"
"5128","7321897","lottery","R1",9179.71600000057,2,"Adolescents"
"5129","7321897","lottery","15",5211.12700000001,3,"Adolescents"
"5130","8623999","general","Vero",344958.609,1,"Adults"
"5131","8623999","general","Falso",4382.05699999986,2,"Adults"
"5132","8623999","general","Falso",4474.587,3,"Adults"
"5133","8623999","general","Falso",5180.89799999999,4,"Adults"
"5134","8623999","general","Vero",6644.64599999989,5,"Adults"
"5135","8623999","coordination","Niente",107.182999999961,1,"Adults"
"5136","8623999","coordination","2",19963.8150000001,1,"Adults"
"5137","8623999","coordination","2",11339.6479999999,2,"Adults"
"5138","8623999","coordination","2",11445.748,2,"Adults"
"5139","8623999","coordination","15",21681.8480000001,2,"Adults"
"5140","8623999","coordination","15",21743.5630000001,2,"Adults"
"5141","8623999","coordination","Niente",24929.5479999998,2,"Adults"
"5142","8623999","coordination","15",8789.94099999999,3,"Adults"
"5143","8623999","coordination","15",6873.2139999998,4,"Adults"
"5144","8623999","coordination","R2",7728.8879999998,5,"Adults"
"5145","8623999","competition","Niente",142.922999999952,1,"Adults"
"5146","8623999","competition","4",7872.81299999997,1,"Adults"
"5147","8623999","competition","Niente",5003.21899999992,2,"Adults"
"5148","8623999","competition","Niente",5051.20599999989,2,"Adults"
"5149","8623999","competition","15",12575.2059999999,2,"Adults"
"5150","8623999","competition","15",3211.74699999974,3,"Adults"
"5151","8623999","competition","4",7008.92799999984,4,"Adults"
"5152","8623999","competition","R1",5068.52199999976,5,"Adults"
"5153","8623999","lottery","Niente",142.903000000166,1,"Adults"
"5154","8623999","lottery","10",7624.33100000001,1,"Adults"
"5155","8623999","lottery","R3",8337.55700000015,2,"Adults"
"5156","8623999","lottery","R3",8442.55700000015,2,"Adults"
"5157","8623999","lottery","R1",13784.857,2,"Adults"
"5158","8623999","lottery","15",3786.92499999981,3,"Adults"
"5159","8624053","general","Vero",4141.28100001788,1,"Adults"
"5160","8624053","general","Falso",2352.00399999404,2,"Adults"
"5161","8624053","general","Falso",2227.16400000596,3,"Adults"
"5162","8624053","general","Falso",3276.13600000596,4,"Adults"
"5163","8624053","general","Vero",3252.83900001788,5,"Adults"
"5164","8624053","coordination","15",11968.7180000179,1,"Adults"
"5165","8624053","coordination","2",22344.918000006,1,"Adults"
"5166","8624053","coordination","Niente",8665.321,2,"Adults"
"5167","8624053","coordination","15",4033.11599999999,3,"Adults"
"5168","8624053","coordination","15",3524.94,4,"Adults"
"5169","8624053","coordination","R2",6849.00900000001,5,"Adults"
"5170","8624053","competition","4",6809.60100001193,1,"Adults"
"5171","8624053","competition","15",7030.15700001192,2,"Adults"
"5172","8624053","competition","15",10968.6470000179,3,"Adults"
"5173","8624053","competition","15",10199.816000006,4,"Adults"
"5174","8624053","competition","4",11349.015999994,4,"Adults"
"5175","8624053","competition","R1",4278.75999999404,5,"Adults"
"5176","8624053","lottery","10",7793.78300000596,1,"Adults"
"5177","8624053","lottery","R1",11285.5570000179,2,"Adults"
"5178","8624053","lottery","15",4866.25899999405,3,"Adults"
"5179","8624078","general","Vero",3782,1,"Adults"
"5180","8624078","general","Falso",1914,2,"Adults"
"5181","8624078","general","Falso",3847,3,"Adults"
"5182","8624078","general","Falso",2573,4,"Adults"
"5183","8624078","general","Vero",3382,5,"Adults"
"5184","8624078","coordination","2",17454,1,"Adults"
"5185","8624078","coordination","Niente",5366.00000000001,2,"Adults"
"5186","8624078","coordination","15",4380,3,"Adults"
"5187","8624078","coordination","15",4373,4,"Adults"
"5188","8624078","coordination","R2",11568,5,"Adults"
"5189","8624078","competition","4",11292,1,"Adults"
"5190","8624078","competition","15",3440,2,"Adults"
"5191","8624078","competition","15",6282,3,"Adults"
"5192","8624078","competition","4",8091.00000000001,4,"Adults"
"5193","8624078","competition","R1",5390,5,"Adults"
"5194","8624078","lottery","10",7897,1,"Adults"
"5195","8624078","lottery","R1",8858,2,"Adults"
"5196","8624078","lottery","15",5273,3,"Adults"
"5197","8624092","general","Vero",3250,1,"Adults"
"5198","8624092","general","Falso",2117,2,"Adults"
"5199","8624092","general","Falso",2700,3,"Adults"
"5200","8624092","general","Falso",2983,4,"Adults"
"5201","8624092","general","Vero",2767,5,"Adults"
"5202","8624092","coordination","15",4182,1,"Adults"
"5203","8624092","coordination","15",4411.00000000001,1,"Adults"
"5204","8624092","coordination","2",11666,1,"Adults"
"5205","8624092","coordination","15",7550,2,"Adults"
"5206","8624092","coordination","15",7768.00000000001,2,"Adults"
"5207","8624092","coordination","Niente",11548,2,"Adults"
"5208","8624092","coordination","15",5399,3,"Adults"
"5209","8624092","coordination","15",5600,4,"Adults"
"5210","8624092","coordination","R2",5650,5,"Adults"
"5211","8624092","competition","4",5266,1,"Adults"
"5212","8624092","competition","15",3617,2,"Adults"
"5213","8624092","competition","15",3800,3,"Adults"
"5214","8624092","competition","4",4465,4,"Adults"
"5215","8624092","competition","R1",6517,5,"Adults"
"5216","8624092","lottery","10",5854,1,"Adults"
"5217","8624092","lottery","R1",7300,2,"Adults"
"5218","8624092","lottery","15",3717,3,"Adults"
"5219","8624040","general","Vero",7671,1,"Adults"
"5220","8624040","general","Falso",3219,2,"Adults"
"5221","8624040","general","Falso",2920,3,"Adults"
"5222","8624040","general","Falso",4004,4,"Adults"
"5223","8624040","general","Vero",4304,5,"Adults"
"5224","8624040","coordination","2",22004,1,"Adults"
"5225","8624040","coordination","Niente",11503,2,"Adults"
"5226","8624040","coordination","15",6088,3,"Adults"
"5227","8624040","coordination","15",4405,4,"Adults"
"5228","8624040","coordination","R2",10237,5,"Adults"
"5229","8624040","competition","4",14353,1,"Adults"
"5230","8624040","competition","4",18403,2,"Adults"
"5231","8624040","competition","Niente",39004,2,"Adults"
"5232","8624040","competition","15",46722,2,"Adults"
"5233","8624040","competition","15",18770,3,"Adults"
"5234","8624040","competition","15",11587,4,"Adults"
"5235","8624040","competition","Niente",17488,4,"Adults"
"5236","8624040","competition","4",18621,4,"Adults"
"5237","8624040","competition","R1",9853,5,"Adults"
"5238","8624040","lottery","10",15537,1,"Adults"
"5239","8624040","lottery","R1",8653,2,"Adults"
"5240","8624040","lottery","15",11304,3,"Adults"
"5241","8623993","general","Vero",3681.383,1,"Adults"
"5242","8623993","general","Falso",1903.88899999702,2,"Adults"
"5243","8623993","general","Falso",2233.38299999404,3,"Adults"
"5244","8623993","general","Falso",3187.027,4,"Adults"
"5245","8623993","general","Vero",2007.15099999851,5,"Adults"
"5246","8623993","coordination","2",15503.006999997,1,"Adults"
"5247","8623993","coordination","Niente",11095.508,2,"Adults"
"5248","8623993","coordination","15",4711.71299999404,3,"Adults"
"5249","8623993","coordination","15",1355.40799999851,4,"Adults"
"5250","8623993","coordination","R2",13753.951,5,"Adults"
"5251","8623993","competition","4",6274.61999999553,1,"Adults"
"5252","8623993","competition","15",1537.60799999553,2,"Adults"
"5253","8623993","competition","15",3902.74199999405,3,"Adults"
"5254","8623993","competition","4",1756.1259999985,4,"Adults"
"5255","8623993","competition","R1",6656.49299999404,5,"Adults"
"5256","8623993","lottery","10",6335.72899999851,1,"Adults"
"5257","8623993","lottery","R1",5641.13499999999,2,"Adults"
"5258","8623993","lottery","15",4439.29199999553,3,"Adults"
"5259","8624074","general","Vero",4061,1,"Adults"
"5260","8624074","general","Falso",2144,2,"Adults"
"5261","8624074","general","Falso",2089,3,"Adults"
"5262","8624074","general","Falso",2713,4,"Adults"
"5263","8624074","general","Vero",2172,5,"Adults"
"5264","8624074","coordination","2",18608,1,"Adults"
"5265","8624074","coordination","Niente",12657,2,"Adults"
"5266","8624074","coordination","15",5369,3,"Adults"
"5267","8624074","coordination","15",3801,4,"Adults"
"5268","8624074","coordination","R2",6814,5,"Adults"
"5269","8624074","competition","4",8903,1,"Adults"
"5270","8624074","competition","15",6242,2,"Adults"
"5271","8624074","competition","15",4756,3,"Adults"
"5272","8624074","competition","4",1558,4,"Adults"
"5273","8624074","competition","R1",5319,5,"Adults"
"5274","8624074","lottery","10",4763,1,"Adults"
"5275","8624074","lottery","R1",5945,2,"Adults"
"5276","8624074","lottery","15",4107.00000000003,3,"Adults"
"5277","8624156","general","Vero",3529.8,1,"Adults"
"5278","8624156","general","Falso",2543.1,2,"Adults"
"5279","8624156","general","Falso",2491.36,3,"Adults"
"5280","8624156","general","Falso",4221.6,4,"Adults"
"5281","8624156","general","Vero",2746.24,5,"Adults"
"5282","8624156","coordination","2",7787.72,1,"Adults"
"5283","8624156","coordination","Niente",5092.22,2,"Adults"
"5284","8624156","coordination","15",3608.62,3,"Adults"
"5285","8624156","coordination","15",3698.32000000001,4,"Adults"
"5286","8624156","coordination","R2",12921.42,5,"Adults"
"5287","8624156","competition","4",5497.14,1,"Adults"
"5288","8624156","competition","15",1289.62,2,"Adults"
"5289","8624156","competition","15",3005.32000000001,3,"Adults"
"5290","8624156","competition","4",1051.12,4,"Adults"
"5291","8624156","competition","R1",8832.02,5,"Adults"
"5292","8624156","lottery","10",6317.28,1,"Adults"
"5293","8624156","lottery","R1",5938.8,2,"Adults"
"5294","8624156","lottery","15",4931.58,3,"Adults"
"5295","8624018","general","Vero",5277,1,"Adults"
"5296","8624018","general","Falso",3799,2,"Adults"
"5297","8624018","general","Falso",3619,3,"Adults"
"5298","8624018","general","Falso",6198,4,"Adults"
"5299","8624018","general","Vero",4784,5,"Adults"
"5300","8624018","coordination","2",16540,1,"Adults"
"5301","8624018","coordination","Niente",11455,2,"Adults"
"5302","8624018","coordination","15",6137,3,"Adults"
"5303","8624018","coordination","15",6852,4,"Adults"
"5304","8624018","coordination","R2",10522,5,"Adults"
"5305","8624018","competition","4",12749,1,"Adults"
"5306","8624018","competition","15",9521,2,"Adults"
"5307","8624018","competition","15",9955,3,"Adults"
"5308","8624018","competition","4",10530,4,"Adults"
"5309","8624018","competition","R1",16514,5,"Adults"
"5310","8624018","lottery","10",10322,1,"Adults"
"5311","8624018","lottery","R1",12856,2,"Adults"
"5312","8624018","lottery","15",8178.00000000003,3,"Adults"
"5313","8624003","general","Vero",5289.76799999702,1,"Adults"
"5314","8624003","general","Falso",2580.97999999404,2,"Adults"
"5315","8624003","general","Falso",2544.546,3,"Adults"
"5316","8624003","general","Falso",9012.10899999404,4,"Adults"
"5317","8624003","general","Vero",3624.16,5,"Adults"
"5318","8624003","coordination","2",9309.93199999404,1,"Adults"
"5319","8624003","coordination","Niente",11888.735000003,2,"Adults"
"5320","8624003","coordination","15",6741.48599999404,3,"Adults"
"5321","8624003","coordination","15",9490.66899999106,4,"Adults"
"5322","8624003","coordination","R2",14844.143000003,5,"Adults"
"5323","8624003","competition","4",16700.211,1,"Adults"
"5324","8624003","competition","15",8100.22899999998,2,"Adults"
"5325","8624003","competition","15",7316.62299999999,3,"Adults"
"5326","8624003","competition","4",8241.49099999404,4,"Adults"
"5327","8624003","competition","R1",6438.14599999404,5,"Adults"
"5328","8624003","lottery","10",26760.047000003,1,"Adults"
"5329","8624003","lottery","R1",12016.478000003,2,"Adults"
"5330","8624003","lottery","15",10881.8269999941,3,"Adults"
"5331","8624042","general","Vero",3289.06000001192,1,"Adults"
"5332","8624042","general","Falso",2632.56299998808,2,"Adults"
"5333","8624042","general","Falso",2691.14600001192,3,"Adults"
"5334","8624042","general","Falso",2922.99499998808,4,"Adults"
"5335","8624042","general","Vero",2885.14100001192,5,"Adults"
"5336","8624042","coordination","2",11665.086,1,"Adults"
"5337","8624042","coordination","Niente",10566.0209999881,2,"Adults"
"5338","8624042","coordination","15",4357.10599998808,3,"Adults"
"5339","8624042","coordination","15",4904.79600001192,4,"Adults"
"5340","8624042","coordination","R2",8214.63099996424,5,"Adults"
"5341","8624042","competition","4",6667.75999996424,1,"Adults"
"5342","8624042","competition","15",4284.95299996424,2,"Adults"
"5343","8624042","competition","15",8358.24400001192,3,"Adults"
"5344","8624042","competition","Niente",7709.016,4,"Adults"
"5345","8624042","competition","4",12262.0249999762,4,"Adults"
"5346","8624042","competition","R2",6723.09699996424,5,"Adults"
"5347","8624042","competition","R1",12019.8969999762,5,"Adults"
"5348","8624042","lottery","10",10880.8460000119,1,"Adults"
"5349","8624042","lottery","R1",12674.9989999642,2,"Adults"
"5350","8624042","lottery","15",6202.69400001192,3,"Adults"
"5351","8624077","general","Vero",6498.80199997616,1,"Adults"
"5352","8624077","general","Falso",3837.08900004768,2,"Adults"
"5353","8624077","general","Falso",2655.62200004768,3,"Adults"
"5354","8624077","general","Falso",5035.63500002384,4,"Adults"
"5355","8624077","general","Vero",4203.04500004768,5,"Adults"
"5356","8624077","coordination","2",19089.6130000477,1,"Adults"
"5357","8624077","coordination","2",18905.3009999762,2,"Adults"
"5358","8624077","coordination","Niente",69355.1010000477,2,"Adults"
"5359","8624077","coordination","15",7380.18600007152,3,"Adults"
"5360","8624077","coordination","15",6164.16000004768,4,"Adults"
"5361","8624077","coordination","R2",13852.5110000477,5,"Adults"
"5362","8624077","competition","4",22332.9730000477,1,"Adults"
"5363","8624077","competition","15",8973.65800002383,2,"Adults"
"5364","8624077","competition","15",6961.61400002384,3,"Adults"
"5365","8624077","competition","4",7920.25199997617,4,"Adults"
"5366","8624077","competition","R1",9248.17600000001,5,"Adults"
"5367","8624077","lottery","10",18076.0910000715,1,"Adults"
"5368","8624077","lottery","R3",7840.087,2,"Adults"
"5369","8624077","lottery","R1",10329.3870000715,2,"Adults"
"5370","8624077","lottery","15",5531.92200000002,3,"Adults"
"5371","8624026","general","Vero",5574.41800001192,1,"Adults"
"5372","8624026","general","Falso",3251.515,2,"Adults"
"5373","8624026","general","Falso",1776.36,3,"Adults"
"5374","8624026","general","Falso",3480.44900002384,4,"Adults"
"5375","8624026","general","Vero",2726.72600001192,5,"Adults"
"5376","8624026","coordination","15",20396.4240000119,1,"Adults"
"5377","8624026","coordination","2",28720.2240000238,1,"Adults"
"5378","8624026","coordination","Niente",10722.749,2,"Adults"
"5379","8624026","coordination","15",4215.39300001191,3,"Adults"
"5380","8624026","coordination","15",1472.37500004769,4,"Adults"
"5381","8624026","coordination","R2",6684.63600001192,5,"Adults"
"5382","8624026","competition","4",9749.66300001192,1,"Adults"
"5383","8624026","competition","15",1622.60600003577,2,"Adults"
"5384","8624026","competition","15",8215.61900000001,3,"Adults"
"5385","8624026","competition","4",897.964999999997,4,"Adults"
"5386","8624026","competition","R3",4637.04500003577,5,"Adults"
"5387","8624026","competition","R1",13187.9450000119,5,"Adults"
"5388","8624026","lottery","10",8729.79200003576,1,"Adults"
"5389","8624026","lottery","R1",10069.75,2,"Adults"
"5390","8624026","lottery","15",5985.34699999998,3,"Adults"
"5391","8624052","general","Vero",4990.82999999963,1,"Adults"
"5392","8624052","general","Falso",2528.85099999888,2,"Adults"
"5393","8624052","general","Falso",2929.29499999926,3,"Adults"
"5394","8624052","general","Falso",3508.79999999963,4,"Adults"
"5395","8624052","general","Vero",2644.603,5,"Adults"
"5396","8624052","coordination","2",8753.91799999926,1,"Adults"
"5397","8624052","coordination","Niente",5000.53999999851,2,"Adults"
"5398","8624052","coordination","15",3643.83500000001,3,"Adults"
"5399","8624052","coordination","15",3444.49899999963,4,"Adults"
"5400","8624052","coordination","R2",13045.1149999992,5,"Adults"
"5401","8624052","competition","4",13129.144,1,"Adults"
"5402","8624052","competition","15",5708.95799999926,2,"Adults"
"5403","8624052","competition","15",5413.78899999926,3,"Adults"
"5404","8624052","competition","4",5184.52599999926,4,"Adults"
"5405","8624052","competition","R1",4954.42899999926,5,"Adults"
"5406","8624052","lottery","10",7528.19299999889,1,"Adults"
"5407","8624052","lottery","R1",4673.3329999985,2,"Adults"
"5408","8624052","lottery","15",12502.359,3,"Adults"
"5409","8624050","general","Vero",4334.03,1,"Adults"
"5410","8624050","general","Falso",3614.41900001192,2,"Adults"
"5411","8624050","general","Falso",3944.97800001192,3,"Adults"
"5412","8624050","general","Falso",5282.361,4,"Adults"
"5413","8624050","general","Vero",5236.859,5,"Adults"
"5414","8624050","coordination","2",31779.1910000119,1,"Adults"
"5415","8624050","coordination","Niente",15775.9299999642,2,"Adults"
"5416","8624050","coordination","15",6361.71999996423,3,"Adults"
"5417","8624050","coordination","15",4990.36499998807,4,"Adults"
"5418","8624050","coordination","R2",10770.6530000119,5,"Adults"
"5419","8624050","competition","4",15360.0139999762,1,"Adults"
"5420","8624050","competition","15",6416.50099999999,2,"Adults"
"5421","8624050","competition","15",5602.02099997617,3,"Adults"
"5422","8624050","competition","4",8965.71300001192,4,"Adults"
"5423","8624050","competition","R1",10917.7250000119,5,"Adults"
"5424","8624050","lottery","10",9674.99099998808,1,"Adults"
"5425","8624050","lottery","R1",15043.8019999762,2,"Adults"
"5426","8624050","lottery","15",7429.32699997615,3,"Adults"
"5427","8624056","general","Vero",3380,1,"Adults"
"5428","8624056","general","Falso",1586,2,"Adults"
"5429","8624056","general","Falso",1670,3,"Adults"
"5430","8624056","general","Falso",2436,4,"Adults"
"5431","8624056","general","Vero",1536,5,"Adults"
"5432","8624056","coordination","2",8171,1,"Adults"
"5433","8624056","coordination","Niente",2103.00000000001,2,"Adults"
"5434","8624056","coordination","15",5823.00000000001,3,"Adults"
"5435","8624056","coordination","15",1274,4,"Adults"
"5436","8624056","coordination","R2",4828,5,"Adults"
"5437","8624056","competition","4",4020,1,"Adults"
"5438","8624056","competition","15",404,2,"Adults"
"5439","8624056","competition","15",2236,3,"Adults"
"5440","8624056","competition","4",436.000000000007,4,"Adults"
"5441","8624056","competition","R1",4737,5,"Adults"
"5442","8624056","lottery","10",5371,1,"Adults"
"5443","8624056","lottery","R1",3987,2,"Adults"
"5444","8624056","lottery","15",2337,3,"Adults"
"5445","8623991","general","Vero",3400,1,"Adults"
"5446","8623991","general","Falso",1754,2,"Adults"
"5447","8623991","general","Falso",2020,3,"Adults"
"5448","8623991","general","Falso",5187,4,"Adults"
"5449","8623991","general","Vero",3255,5,"Adults"
"5450","8623991","coordination","2",6866,1,"Adults"
"5451","8623991","coordination","Niente",3490,2,"Adults"
"5452","8623991","coordination","15",4833,3,"Adults"
"5453","8623991","coordination","15",1233,4,"Adults"
"5454","8623991","coordination","R2",8397,5,"Adults"
"5455","8623991","competition","4",5964,1,"Adults"
"5456","8623991","competition","15",955,2,"Adults"
"5457","8623991","competition","15",8253,3,"Adults"
"5458","8623991","competition","4",1122,4,"Adults"
"5459","8623991","competition","R1",9898,5,"Adults"
"5460","8623991","lottery","10",5398,1,"Adults"
"5461","8623991","lottery","R1",6631,2,"Adults"
"5462","8623991","lottery","15",4231,3,"Adults"
"5463","8624014","general","Vero",8685.12300000596,1,"Adults"
"5464","8624014","general","Falso",4398.75200001192,2,"Adults"
"5465","8624014","general","Falso",3350.22,3,"Adults"
"5466","8624014","general","Falso",4716.56200000001,4,"Adults"
"5467","8624014","general","Vero",4949.512,5,"Adults"
"5468","8624014","coordination","2",15692.878000006,1,"Adults"
"5469","8624014","coordination","Niente",5249.69000000002,2,"Adults"
"5470","8624014","coordination","15",11764.2249999881,3,"Adults"
"5471","8624014","coordination","15",6544.79999998808,4,"Adults"
"5472","8624014","coordination","R2",16301.0370000119,5,"Adults"
"5473","8624014","competition","4",8276.648,1,"Adults"
"5474","8624014","competition","15",7661.13599998808,2,"Adults"
"5475","8624014","competition","15",6245.90600000595,3,"Adults"
"5476","8624014","competition","4",15647.278,4,"Adults"
"5477","8624014","competition","R1",7932.19700000001,5,"Adults"
"5478","8624014","lottery","10",10582.253,1,"Adults"
"5479","8624014","lottery","R1",8447.08300001192,2,"Adults"
"5480","8624014","lottery","15",6565.40899998808,3,"Adults"
"5481","8624109","general","Vero",3071.797,1,"Adults"
"5482","8624109","general","Falso",1644.041,2,"Adults"
"5483","8624109","general","Falso",2139.367,3,"Adults"
"5484","8624109","general","Falso",2208.237,4,"Adults"
"5485","8624109","general","Vero",1969.386,5,"Adults"
"5486","8624109","coordination","Niente",66.4089999999997,1,"Adults"
"5487","8624109","coordination","2",7833.731,1,"Adults"
"5488","8624109","coordination","2",1909.643,2,"Adults"
"5489","8624109","coordination","2",1968.93899999944,2,"Adults"
"5490","8624109","coordination","15",2928.039,2,"Adults"
"5491","8624109","coordination","15",2998.13899999962,2,"Adults"
"5492","8624109","coordination","15",4829.039,2,"Adults"
"5493","8624109","coordination","15",4887.23899999925,2,"Adults"
"5494","8624109","coordination","Niente",5645.5,2,"Adults"
"5495","8624109","coordination","15",5345.343,3,"Adults"
"5496","8624109","coordination","15",627.473999999813,4,"Adults"
"5497","8624109","coordination","R2",5055.90999999963,5,"Adults"
"5498","8624109","competition","Niente",83.0140000000101,1,"Adults"
"5499","8624109","competition","4",6522.38299999926,1,"Adults"
"5500","8624109","competition","15",443.060999999623,2,"Adults"
"5501","8624109","competition","15",2901.19699999962,3,"Adults"
"5502","8624109","competition","4",382,4,"Adults"
"5503","8624109","competition","R1",5142.94599999963,5,"Adults"
"5504","8624109","lottery","Niente",98.8429999994405,1,"Adults"
"5505","8624109","lottery","Niente",9480.58199999999,1,"Adults"
"5506","8624109","lottery","Niente",9558.54299999963,1,"Adults"
"5507","8624109","lottery","10",10588.7429999998,1,"Adults"
"5508","8624109","lottery","R1",5562.257,2,"Adults"
"5509","8624109","lottery","15",3486.803,3,"Adults"
"5510","8624044","general","Vero",4291.42100004768,1,"Adults"
"5511","8624044","general","Falso",2475.96600009537,2,"Adults"
"5512","8624044","general","Falso",2414.75400004768,3,"Adults"
