"","sub","age.cat","version","name","value","flag.lottery","risk.lott","Gender","Age","mean_mars","pre_err","post_delta_ref","mars_age.cat","mars.mc","risk.lott.mc","pre_err.mc","post_delta_ref.mc","mars.gmc"
"50","7312348","Adolescents","ver1","Payoff",1.08262411347518,"0",10,"F",12,NA,0,-20,"Adolescents",NA,3.41778523489933,5.10120068610635,-17.743676222597,NA
"51","7312349","Adolescents","ver1","Risk",0.0666666666666667,"0",5,"F",12,0.466666666666667,-10,0,"Adolescents",-0.175269469822542,-1.58221476510067,-4.89879931389365,2.25632377740304,-0.0717385947385945
"52","7312349","Adolescents","ver1","RT",-2618.78659996821,"0",5,"F",12,0.466666666666667,-10,0,"Adolescents",-0.175269469822542,-1.58221476510067,-4.89879931389365,2.25632377740304,-0.0717385947385945
"53","7312349","Adolescents","ver1","RT2",-1416.516,"0",5,"F",12,0.466666666666667,-10,0,"Adolescents",-0.175269469822542,-1.58221476510067,-4.89879931389365,2.25632377740304,-0.0717385947385945
"54","7312349","Adolescents","ver1","Switch",-0.214285714285714,"0",5,"F",12,0.466666666666667,-10,0,"Adolescents",-0.175269469822542,-1.58221476510067,-4.89879931389365,2.25632377740304,-0.0717385947385945
"55","7312349","Adolescents","ver1","Payoff",-0.287234042553191,"0",5,"F",12,0.466666666666667,-10,0,"Adolescents",-0.175269469822542,-1.58221476510067,-4.89879931389365,2.25632377740304,-0.0717385947385945
"56","7312350","Adolescents","ver1","Risk",-0.533333333333333,"0",8,"F",12,0.375,-3,1,"Adolescents",-0.266936136489209,1.41778523489933,2.10120068610635,3.25632377740304,-0.163405261405261
"57","7312350","Adolescents","ver1","RT",-1919.78933329519,"0",8,"F",12,0.375,-3,1,"Adolescents",-0.266936136489209,1.41778523489933,2.10120068610635,3.25632377740304,-0.163405261405261
"58","7312350","Adolescents","ver1","RT2",-2167.27699923706,"0",8,"F",12,0.375,-3,1,"Adolescents",-0.266936136489209,1.41778523489933,2.10120068610635,3.25632377740304,-0.163405261405261
"59","7312350","Adolescents","ver1","Switch",-0.0714285714285714,"0",8,"F",12,0.375,-3,1,"Adolescents",-0.266936136489209,1.41778523489933,2.10120068610635,3.25632377740304,-0.163405261405261
"60","7312350","Adolescents","ver1","Payoff",-1.6,"0",8,"F",12,0.375,-3,1,"Adolescents",-0.266936136489209,1.41778523489933,2.10120068610635,3.25632377740304,-0.163405261405261
"61","7312351","Adolescents","ver1","Risk",-0.0666666666666667,"1",1,"F",12,0.8,-6,0,"Adolescents",0.158063863510791,-5.58221476510067,-0.898799313893654,2.25632377740304,0.261594738594739
"62","7312351","Adolescents","ver1","RT",7.39586666428158,"1",1,"F",12,0.8,-6,0,"Adolescents",0.158063863510791,-5.58221476510067,-0.898799313893654,2.25632377740304,0.261594738594739
"63","7312351","Adolescents","ver1","RT2",1.88699996423384,"1",1,"F",12,0.8,-6,0,"Adolescents",0.158063863510791,-5.58221476510067,-0.898799313893654,2.25632377740304,0.261594738594739
"64","7312351","Adolescents","ver1","Switch",-0.142857142857143,"1",1,"F",12,0.8,-6,0,"Adolescents",0.158063863510791,-5.58221476510067,-0.898799313893654,2.25632377740304,0.261594738594739
"65","7312351","Adolescents","ver1","Payoff",0.166666666666667,"1",1,"F",12,0.8,-6,0,"Adolescents",0.158063863510791,-5.58221476510067,-0.898799313893654,2.25632377740304,0.261594738594739
"66","7312353","Adolescents","ver1","Risk",0.2,"0",5,"F",12,0.0625,0,0,"Adolescents",-0.579436136489209,-1.58221476510067,5.10120068610635,2.25632377740304,-0.475905261405261
"67","7312353","Adolescents","ver1","RT",-924.339733307901,"0",5,"F",12,0.0625,0,0,"Adolescents",-0.579436136489209,-1.58221476510067,5.10120068610635,2.25632377740304,-0.475905261405261
"68","7312353","Adolescents","ver1","RT2",-988.769999904616,"0",5,"F",12,0.0625,0,0,"Adolescents",-0.579436136489209,-1.58221476510067,5.10120068610635,2.25632377740304,-0.475905261405261
"69","7312353","Adolescents","ver1","Switch",0.0714285714285715,"0",5,"F",12,0.0625,0,0,"Adolescents",-0.579436136489209,-1.58221476510067,5.10120068610635,2.25632377740304,-0.475905261405261
"70","7312353","Adolescents","ver1","Payoff",0.181205673758866,"0",5,"F",12,0.0625,0,0,"Adolescents",-0.579436136489209,-1.58221476510067,5.10120068610635,2.25632377740304,-0.475905261405261
"71","7312354","Adolescents","ver1","Risk",0.0666666666666667,"1",5,"F",12,0.25,-13,3,"Adolescents",-0.391936136489209,-1.58221476510067,-7.89879931389365,5.25632377740304,-0.288405261405261
"72","7312354","Adolescents","ver1","RT",1333.32786666746,"1",5,"F",12,0.25,-13,3,"Adolescents",-0.391936136489209,-1.58221476510067,-7.89879931389365,5.25632377740304,-0.288405261405261
"73","7312354","Adolescents","ver1","RT2",1799.75400002383,"1",5,"F",12,0.25,-13,3,"Adolescents",-0.391936136489209,-1.58221476510067,-7.89879931389365,5.25632377740304,-0.288405261405261
"74","7312354","Adolescents","ver1","Switch",0,"1",5,"F",12,0.25,-13,3,"Adolescents",-0.391936136489209,-1.58221476510067,-7.89879931389365,5.25632377740304,-0.288405261405261
"75","7312354","Adolescents","ver1","Payoff",0.62127659574468,"1",5,"F",12,0.25,-13,3,"Adolescents",-0.391936136489209,-1.58221476510067,-7.89879931389365,5.25632377740304,-0.288405261405261
"76","7312355","Adolescents","ver1","Risk",0.2,"0",11,"M",13,0.3125,-26,0,"Adolescents",-0.329436136489209,4.41778523489933,-20.8987993138937,2.25632377740304,-0.225905261405261
"77","7312355","Adolescents","ver1","RT",2076.46666666667,"0",11,"M",13,0.3125,-26,0,"Adolescents",-0.329436136489209,4.41778523489933,-20.8987993138937,2.25632377740304,-0.225905261405261
"78","7312355","Adolescents","ver1","RT2",898,"0",11,"M",13,0.3125,-26,0,"Adolescents",-0.329436136489209,4.41778523489933,-20.8987993138937,2.25632377740304,-0.225905261405261
"79","7312355","Adolescents","ver1","Switch",-0.285714285714286,"0",11,"M",13,0.3125,-26,0,"Adolescents",-0.329436136489209,4.41778523489933,-20.8987993138937,2.25632377740304,-0.225905261405261
"80","7312355","Adolescents","ver1","Payoff",0.221631205673759,"0",11,"M",13,0.3125,-26,0,"Adolescents",-0.329436136489209,4.41778523489933,-20.8987993138937,2.25632377740304,-0.225905261405261
"81","7312356","Adolescents","ver1","Risk",0,"0",8,"M",14,NA,-36,-2,"Adolescents",NA,1.41778523489933,-30.8987993138937,0.256323777403035,NA
"82","7312356","Adolescents","ver1","RT",127.533333333334,"0",8,"M",14,NA,-36,-2,"Adolescents",NA,1.41778523489933,-30.8987993138937,0.256323777403035,NA
"83","7312356","Adolescents","ver1","RT2",85,"0",8,"M",14,NA,-36,-2,"Adolescents",NA,1.41778523489933,-30.8987993138937,0.256323777403035,NA
"84","7312356","Adolescents","ver1","Switch",0.0714285714285714,"0",8,"M",14,NA,-36,-2,"Adolescents",NA,1.41778523489933,-30.8987993138937,0.256323777403035,NA
"85","7312356","Adolescents","ver1","Payoff",0.387943262411348,"0",8,"M",14,NA,-36,-2,"Adolescents",NA,1.41778523489933,-30.8987993138937,0.256323777403035,NA
"86","7312357","Adolescents","ver1","Risk",-0.266666666666667,"0",11,"F",12,0.923076923076923,-7,2,"Adolescents",0.281140786587714,4.41778523489933,-1.89879931389365,4.25632377740304,0.384671661671662
"87","7312357","Adolescents","ver1","RT",-316.733333333334,"0",11,"F",12,0.923076923076923,-7,2,"Adolescents",0.281140786587714,4.41778523489933,-1.89879931389365,4.25632377740304,0.384671661671662
"88","7312357","Adolescents","ver1","RT2",-78,"0",11,"F",12,0.923076923076923,-7,2,"Adolescents",0.281140786587714,4.41778523489933,-1.89879931389365,4.25632377740304,0.384671661671662
"89","7312357","Adolescents","ver1","Switch",0.214285714285714,"0",11,"F",12,0.923076923076923,-7,2,"Adolescents",0.281140786587714,4.41778523489933,-1.89879931389365,4.25632377740304,0.384671661671662
"90","7312357","Adolescents","ver1","Payoff",0.290780141843973,"0",11,"F",12,0.923076923076923,-7,2,"Adolescents",0.281140786587714,4.41778523489933,-1.89879931389365,4.25632377740304,0.384671661671662
"91","7312358","Adolescents","ver1","Risk",0.0666666666666667,"0",6,"F",12,NA,0,-5,"Adolescents",NA,-0.582214765100671,5.10120068610635,-2.74367622259696,NA
"92","7312358","Adolescents","ver1","RT",1439.25506662534,"0",6,"F",12,NA,0,-5,"Adolescents",NA,-0.582214765100671,5.10120068610635,-2.74367622259696,NA
"93","7312358","Adolescents","ver1","RT2",1063.47300004768,"0",6,"F",12,NA,0,-5,"Adolescents",NA,-0.582214765100671,5.10120068610635,-2.74367622259696,NA
"94","7312358","Adolescents","ver1","Switch",0,"0",6,"F",12,NA,0,-5,"Adolescents",NA,-0.582214765100671,5.10120068610635,-2.74367622259696,NA
"95","7312358","Adolescents","ver1","Payoff",-0.424113475177304,"0",6,"F",12,NA,0,-5,"Adolescents",NA,-0.582214765100671,5.10120068610635,-2.74367622259696,NA
"96","7312366","Adolescents","ver1","Risk",-0.0666666666666667,"0",7,"F",12,0.866666666666667,-2,4,"Adolescents",0.224730530177458,0.417785234899329,3.10120068610635,6.25632377740304,0.328261405261406
"97","7312366","Adolescents","ver1","RT",1392.90239993643,"0",7,"F",12,0.866666666666667,-2,4,"Adolescents",0.224730530177458,0.417785234899329,3.10120068610635,6.25632377740304,0.328261405261406
"98","7312366","Adolescents","ver1","RT2",1562.031,"0",7,"F",12,0.866666666666667,-2,4,"Adolescents",0.224730530177458,0.417785234899329,3.10120068610635,6.25632377740304,0.328261405261406
"99","7312366","Adolescents","ver1","Switch",0.142857142857143,"0",7,"F",12,0.866666666666667,-2,4,"Adolescents",0.224730530177458,0.417785234899329,3.10120068610635,6.25632377740304,0.328261405261406
"100","7312366","Adolescents","ver1","Payoff",-1.23758865248227,"0",7,"F",12,0.866666666666667,-2,4,"Adolescents",0.224730530177458,0.417785234899329,3.10120068610635,6.25632377740304,0.328261405261406
"101","7312367","Adolescents","ver1","Risk",0.266666666666667,"0",6,"M",13,0.5625,-2,-6,"Adolescents",-0.0794361364892091,-0.582214765100671,3.10120068610635,-3.74367622259696,0.0240947385947385
"102","7312367","Adolescents","ver1","RT",311.733333333333,"0",6,"M",13,0.5625,-2,-6,"Adolescents",-0.0794361364892091,-0.582214765100671,3.10120068610635,-3.74367622259696,0.0240947385947385
"103","7312367","Adolescents","ver1","RT2",163,"0",6,"M",13,0.5625,-2,-6,"Adolescents",-0.0794361364892091,-0.582214765100671,3.10120068610635,-3.74367622259696,0.0240947385947385
"104","7312367","Adolescents","ver1","Switch",0.285714285714286,"0",6,"M",13,0.5625,-2,-6,"Adolescents",-0.0794361364892091,-0.582214765100671,3.10120068610635,-3.74367622259696,0.0240947385947385
"105","7312367","Adolescents","ver1","Payoff",-0.573758865248227,"0",6,"M",13,0.5625,-2,-6,"Adolescents",-0.0794361364892091,-0.582214765100671,3.10120068610635,-3.74367622259696,0.0240947385947385
"106","7312430","Adolescents","ver1","Risk",-0.0666666666666667,"0",6,"M",12,0.5,-2,-9,"Adolescents",-0.141936136489209,-0.582214765100671,3.10120068610635,-6.74367622259696,-0.0384052614052615
"107","7312430","Adolescents","ver1","RT",64.7162000015903,"0",6,"M",12,0.5,-2,-9,"Adolescents",-0.141936136489209,-0.582214765100671,3.10120068610635,-6.74367622259696,-0.0384052614052615
"108","7312430","Adolescents","ver1","RT2",137.306999976165,"0",6,"M",12,0.5,-2,-9,"Adolescents",-0.141936136489209,-0.582214765100671,3.10120068610635,-6.74367622259696,-0.0384052614052615
"109","7312430","Adolescents","ver1","Switch",0.214285714285714,"0",6,"M",12,0.5,-2,-9,"Adolescents",-0.141936136489209,-0.582214765100671,3.10120068610635,-6.74367622259696,-0.0384052614052615
"110","7312430","Adolescents","ver1","Payoff",-0.788297872340426,"0",6,"M",12,0.5,-2,-9,"Adolescents",-0.141936136489209,-0.582214765100671,3.10120068610635,-6.74367622259696,-0.0384052614052615
"111","7312431","Adolescents","ver1","Risk",-0.133333333333333,"0",9,"M",12,0.5625,-1,-8,"Adolescents",-0.0794361364892091,2.41778523489933,4.10120068610635,-5.74367622259696,0.0240947385947385
"112","7312431","Adolescents","ver1","RT",-838.141400010331,"0",9,"M",12,0.5625,-1,-8,"Adolescents",-0.0794361364892091,2.41778523489933,4.10120068610635,-5.74367622259696,0.0240947385947385
"113","7312431","Adolescents","ver1","RT2",-389.638000047686,"0",9,"M",12,0.5625,-1,-8,"Adolescents",-0.0794361364892091,2.41778523489933,4.10120068610635,-5.74367622259696,0.0240947385947385
"114","7312431","Adolescents","ver1","Switch",0.0714285714285715,"0",9,"M",12,0.5625,-1,-8,"Adolescents",-0.0794361364892091,2.41778523489933,4.10120068610635,-5.74367622259696,0.0240947385947385
"115","7312431","Adolescents","ver1","Payoff",0.122695035460994,"0",9,"M",12,0.5625,-1,-8,"Adolescents",-0.0794361364892091,2.41778523489933,4.10120068610635,-5.74367622259696,0.0240947385947385
"116","7312432","Adolescents","ver1","Risk",0.0666666666666667,"0",7,"F",12,0.666666666666667,-4,-7,"Adolescents",0.0247305301774579,0.417785234899329,1.10120068610635,-4.74367622259696,0.128261405261406
"117","7312432","Adolescents","ver1","RT",212.866666666667,"0",7,"F",12,0.666666666666667,-4,-7,"Adolescents",0.0247305301774579,0.417785234899329,1.10120068610635,-4.74367622259696,0.128261405261406
"118","7312432","Adolescents","ver1","RT2",65,"0",7,"F",12,0.666666666666667,-4,-7,"Adolescents",0.0247305301774579,0.417785234899329,1.10120068610635,-4.74367622259696,0.128261405261406
"119","7312432","Adolescents","ver1","Switch",-0.285714285714286,"0",7,"F",12,0.666666666666667,-4,-7,"Adolescents",0.0247305301774579,0.417785234899329,1.10120068610635,-4.74367622259696,0.128261405261406
"120","7312432","Adolescents","ver1","Payoff",0.00496453900709248,"0",7,"F",12,0.666666666666667,-4,-7,"Adolescents",0.0247305301774579,0.417785234899329,1.10120068610635,-4.74367622259696,0.128261405261406
"121","7312433","Adolescents","ver1","Risk",0,"1",5,"F",13,0.1875,-8,-10,"Adolescents",-0.454436136489209,-1.58221476510067,-2.89879931389365,-7.74367622259696,-0.350905261405261
"122","7312433","Adolescents","ver1","RT",273.666666666668,"1",5,"F",13,0.1875,-8,-10,"Adolescents",-0.454436136489209,-1.58221476510067,-2.89879931389365,-7.74367622259696,-0.350905261405261
"123","7312433","Adolescents","ver1","RT2",130,"1",5,"F",13,0.1875,-8,-10,"Adolescents",-0.454436136489209,-1.58221476510067,-2.89879931389365,-7.74367622259696,-0.350905261405261
"124","7312433","Adolescents","ver1","Switch",-0.0714285714285715,"1",5,"F",13,0.1875,-8,-10,"Adolescents",-0.454436136489209,-1.58221476510067,-2.89879931389365,-7.74367622259696,-0.350905261405261
"125","7312433","Adolescents","ver1","Payoff",0.993262411347518,"1",5,"F",13,0.1875,-8,-10,"Adolescents",-0.454436136489209,-1.58221476510067,-2.89879931389365,-7.74367622259696,-0.350905261405261
"126","7312434","Adolescents","ver1","Risk",0.0666666666666667,"0",5,"M",13,0.8,-8,-12,"Adolescents",0.158063863510791,-1.58221476510067,-2.89879931389365,-9.74367622259696,0.261594738594739
"127","7312434","Adolescents","ver1","RT",-681.280600076294,"0",5,"M",13,0.8,-8,-12,"Adolescents",0.158063863510791,-1.58221476510067,-2.89879931389365,-9.74367622259696,0.261594738594739
"128","7312434","Adolescents","ver1","RT2",-96.3479994277877,"0",5,"M",13,0.8,-8,-12,"Adolescents",0.158063863510791,-1.58221476510067,-2.89879931389365,-9.74367622259696,0.261594738594739
"129","7312434","Adolescents","ver1","Switch",0.142857142857143,"0",5,"M",13,0.8,-8,-12,"Adolescents",0.158063863510791,-1.58221476510067,-2.89879931389365,-9.74367622259696,0.261594738594739
"130","7312434","Adolescents","ver1","Payoff",-0.412056737588653,"0",5,"M",13,0.8,-8,-12,"Adolescents",0.158063863510791,-1.58221476510067,-2.89879931389365,-9.74367622259696,0.261594738594739
"131","7312435","Adolescents","ver1","Risk",0,"0",4,"F",13,0.3125,-10,6,"Adolescents",-0.329436136489209,-2.58221476510067,-4.89879931389365,8.25632377740304,-0.225905261405261
"132","7312435","Adolescents","ver1","RT",171.533333333333,"0",4,"F",13,0.3125,-10,6,"Adolescents",-0.329436136489209,-2.58221476510067,-4.89879931389365,8.25632377740304,-0.225905261405261
"133","7312435","Adolescents","ver1","RT2",1085,"0",4,"F",13,0.3125,-10,6,"Adolescents",-0.329436136489209,-2.58221476510067,-4.89879931389365,8.25632377740304,-0.225905261405261
"134","7312435","Adolescents","ver1","Switch",0.142857142857143,"0",4,"F",13,0.3125,-10,6,"Adolescents",-0.329436136489209,-2.58221476510067,-4.89879931389365,8.25632377740304,-0.225905261405261
"135","7312435","Adolescents","ver1","Payoff",-0.734042553191489,"0",4,"F",13,0.3125,-10,6,"Adolescents",-0.329436136489209,-2.58221476510067,-4.89879931389365,8.25632377740304,-0.225905261405261
"136","7312436","Adolescents","ver1","Risk",0.0666666666666667,"1",6,"F",13,0.25,-11,0,"Adolescents",-0.391936136489209,-0.582214765100671,-5.89879931389365,2.25632377740304,-0.288405261405261
"137","7312436","Adolescents","ver1","RT",-162.866666666665,"1",6,"F",13,0.25,-11,0,"Adolescents",-0.391936136489209,-0.582214765100671,-5.89879931389365,2.25632377740304,-0.288405261405261
"138","7312436","Adolescents","ver1","RT2",-85,"1",6,"F",13,0.25,-11,0,"Adolescents",-0.391936136489209,-0.582214765100671,-5.89879931389365,2.25632377740304,-0.288405261405261
"139","7312436","Adolescents","ver1","Switch",0,"1",6,"F",13,0.25,-11,0,"Adolescents",-0.391936136489209,-0.582214765100671,-5.89879931389365,2.25632377740304,-0.288405261405261
"140","7312436","Adolescents","ver1","Payoff",1.68191489361702,"1",6,"F",13,0.25,-11,0,"Adolescents",-0.391936136489209,-0.582214765100671,-5.89879931389365,2.25632377740304,-0.288405261405261
"141","7312437","Adolescents","ver1","Risk",-0.0666666666666667,"0",6,"F",13,0.1875,-8,0,"Adolescents",-0.454436136489209,-0.582214765100671,-2.89879931389365,2.25632377740304,-0.350905261405261
